"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","relevance_raw","doc_type_ai_raw","doc_type_ai_clean","presence_absence_clean","doi_clean","page_count_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","fungal_taxon_kingdom","fungal_taxon_phylum","fungal_taxon_class","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","plant_host_kingdom","plant_host_phylum","plant_host_class" 
"Relevant","abstract","abstract","0","10.3390/ijms20133169","NA","endophytic fungus","root","present","endophyte","form mutualistic associations with plants, influencing the availability of mineral nutrients for plants and participating in active transporter-mediated transfer of k+","soil","NA","abstract-csv","doi_10.3390_ijms20133169","Relevant","Abstract","Abstract","Uncertain","10.3390/ijms20133169","0","doi:10.3390/ijms20133169","int_32ada9c52f4f9af3","endophytic fungus","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s00203-019-01692-2","sphaeralcea angustifolia","(no fungal taxon mentioned","root","present","endophyte","isolated from roots and stems","NA","NA","abstract-csv","doi_10.1007_s00203-019-01692-2","Relevant","Abstract","Abstract","Uncertain","10.1007/s00203-019-01692-2","0","doi:10.1007/s00203-019-01692-2","int_6831daa520de32d6","(no fungal taxon mentioned","","Unresolved","no_match","0.00","","","NA","NA","sphaeralcea angustifolia","sphaeralcea angustifolia","Resolved","exact_accepted","1.00","3152450","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1007/s00203-019-01692-2","sphaeralcea angustifolia","only bacterium kocuria palustris)","root","present","endophyte","isolated from roots and stems","NA","NA","abstract-csv","doi_10.1007_s00203-019-01692-2","Relevant","Abstract","Abstract","Uncertain","10.1007/s00203-019-01692-2","0","doi:10.1007/s00203-019-01692-2","int_847b3d4fba0b6c74","only bacterium kocuria palustris)","","Unresolved","no_match","0.00","","","NA","NA","sphaeralcea angustifolia","sphaeralcea angustifolia","Resolved","exact_accepted","1.00","3152450","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1016/j.ecoenv.2019.109382","spartina densiflora","unspecified endophyte","NA","present","endophyte","isolated from s. densiflora tissues, used for plant inoculation","wetland","NA","abstract-csv","doi_10.1016_j.ecoenv.2019.109382","Relevant","Abstract","Abstract","Uncertain","10.1016/j.ecoenv.2019.109382","0","doi:10.1016/j.ecoenv.2019.109382","int_a9267d1da7b6cd3e","unspecified endophyte","","Unresolved","no_match","0.00","","","NA","NA","spartina densiflora","sporobolus montevidensis","Resolved","synonym_map","0.95","9258547","Plantae","tracheophyta","liliopsida"
"Relevant","abstract","abstract","0","10.3390/v11060577","cryphonectria parasitica","alternaria alternata victorivirus 1 (aalvv1)","NA","present","NA","symptomless infection, possibly endophytic or latent pathogen","NA","pakistan","abstract-csv","doi_10.3390_v11060577","Relevant","Abstract","Abstract","Uncertain","10.3390/v11060577","0","doi:10.3390/v11060577","int_6bcaa78e90691fc7","alternaria alternata victorivirus 1 (aalvv1)","alternaria alternata","Resolved","exact_accepted","1.00","2616163","Fungi","ascomycota","dothideomycetes","cryphonectria parasitica","cryphonectria parasitica","Resolved","exact_accepted","1.00","2566393","Fungi","ascomycota","sordariomycetes"
"Relevant","abstract","abstract","0","10.2174/0929867326666190626154421","not specified in abstract","['phomopsis'","host plants","present","endophyte","ability to produce medicinal compounds found in host plants","NA","NA","abstract-csv","doi_10.2174_0929867326666190626154421","Relevant","Abstract","Abstract","Uncertain","10.2174/0929867326666190626154421","0","doi:10.2174/0929867326666190626154421","int_ec7cfdf312cc103e","['phomopsis'","phomopsis","Resolved","genus_exact","0.70","2577612","Fungi","ascomycota","sordariomycetes","not specified in abstract","","Unresolved","empty","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.2174/0929867326666190626154421","not specified in abstract","'fusarium'","host plants","present","endophyte","ability to produce medicinal compounds found in host plants","NA","NA","abstract-csv","doi_10.2174_0929867326666190626154421","Relevant","Abstract","Abstract","Uncertain","10.2174/0929867326666190626154421","0","doi:10.2174/0929867326666190626154421","int_0f0d055e299c30a9","'fusarium'","fusarium","Resolved","genus_exact","0.70","2554026","Fungi","ascomycota","sordariomycetes","not specified in abstract","","Unresolved","empty","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.2174/0929867326666190626154421","not specified in abstract","'pestaliopsis'","host plants","present","endophyte","ability to produce medicinal compounds found in host plants","NA","NA","abstract-csv","doi_10.2174_0929867326666190626154421","Relevant","Abstract","Abstract","Uncertain","10.2174/0929867326666190626154421","0","doi:10.2174/0929867326666190626154421","int_cf6dc8c5f98756ac","'pestaliopsis'","","Unresolved","no_match","0.00","","","NA","NA","not specified in abstract","","Unresolved","empty","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.2174/0929867326666190626154421","not specified in abstract","'aspergillus']","host plants","present","endophyte","ability to produce medicinal compounds found in host plants","NA","NA","abstract-csv","doi_10.2174_0929867326666190626154421","Relevant","Abstract","Abstract","Uncertain","10.2174/0929867326666190626154421","0","doi:10.2174/0929867326666190626154421","int_87ea392c6581e0bd","'aspergillus']","aspergillus","Resolved","genus_exact","0.70","8884233","Fungi","ascomycota","eurotiomycetes","not specified in abstract","","Unresolved","empty","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1099/ijsem.0.003546","suaeda maritima","amycolatopsis suaedae","root","present","endophyte","isolated from surface-sterilized roots","marine","thailand","abstract-csv","doi_10.1099_ijsem.0.003546","Relevant","Abstract","Abstract","Uncertain","10.1099/ijsem.0.003546","0","doi:10.1099/ijsem.0.003546","int_b6f4247a3dbe58d3","amycolatopsis suaedae","amycolatopsis suaedae","Resolved","exact_accepted","1.00","11148167","Bacteria","actinobacteriota","actinomycetia","suaeda maritima","suaeda maritima","Resolved","exact_accepted","1.00","3083541","Plantae","tracheophyta","magnoliopsida"
"Relevant","abstract","abstract","0","10.1002/ps.5527","crop plants (unspecified)","endophytic fungi (unspecified)","root","present","endophyte","present in plants, potentially aids in nutrient transfer, plant growth, stress tolerance, disease resistance, herbivore deterrence, and competitor suppression.","agriculture","NA","abstract-csv","doi_10.1002_ps.5527","Relevant","Abstract","Abstract","Uncertain","10.1002/ps.5527","0","doi:10.1002/ps.5527","int_824381a0fc4305f6","endophytic fungi (unspecified)","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","crop plants (unspecified)","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","abstract","abstract","0","10.1007/s00253-019-09953-2","NA","endophytic fungi","NA","present","mutualist","promoting plant growth, disease resistance, and stress resistance","NA","NA","abstract-csv","doi_10.1007_s00253-019-09953-2","Relevant","Abstract","Abstract","Uncertain","10.1007/s00253-019-09953-2","0","doi:10.1007/s00253-019-09953-2","int_d99b819923de04aa","endophytic fungi","","Unresolved","descriptor_non_taxon","0.00","","","NA","NA","NA","","Unresolved","none","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","xylella fastidiosa","NA","stem","present","pathogen","native to the americas, causes diseases in many crops. transmitted between plants by xylem-feeding insects.","NA","europe","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_08ddf32bcfadbb79","NA","","Unresolved","none","0.00","","","NA","NA","xylella fastidiosa","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","citrus trees","xylella fastidiosa subsp. fastidiosa","stem","present","pathogen","invasive in europe, causes severe plant pathologies leading to huge economic losses.","NA","europe","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_d5e7087dde4fd15a","xylella fastidiosa subsp. fastidiosa","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","citrus trees","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","olive trees","xylella fastidiosa subsp. fastidiosa","stem","present","pathogen","invasive in europe, causes severe plant pathologies leading to huge economic losses.","NA","europe","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_c1a3325c8ae45851","xylella fastidiosa subsp. fastidiosa","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","olive trees","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","grapevines","xylella fastidiosa subsp. fastidiosa","stem","present","pathogen","invasive in europe, causes severe plant pathologies leading to huge economic losses.","NA","europe","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_cbc6f4e853094d8d","xylella fastidiosa subsp. fastidiosa","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","grapevines","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","etc.","xylella fastidiosa subsp. fastidiosa","stem","present","pathogen","invasive in europe, causes severe plant pathologies leading to huge economic losses.","NA","europe","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_f1228e4bb6ed3fcb","xylella fastidiosa subsp. fastidiosa","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","etc.","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","oak trees","xylella fastidiosa subsp. multiplex","stem","present","pathogen","widely distributed in north america and south america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_eff11caca80f57ed","xylella fastidiosa subsp. multiplex","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","oak trees","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","elm trees","xylella fastidiosa subsp. multiplex","stem","present","pathogen","widely distributed in north america and south america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_313963ebd0fc4372","xylella fastidiosa subsp. multiplex","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","elm trees","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","maple trees","xylella fastidiosa subsp. multiplex","stem","present","pathogen","widely distributed in north america and south america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_b72682df952276c9","xylella fastidiosa subsp. multiplex","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","maple trees","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","almond trees","xylella fastidiosa subsp. multiplex","stem","present","pathogen","widely distributed in north america and south america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_641607fc9793740c","xylella fastidiosa subsp. multiplex","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","almond trees","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","sycamore trees","xylella fastidiosa subsp. multiplex","stem","present","pathogen","widely distributed in north america and south america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_9a11241e99af70d5","xylella fastidiosa subsp. multiplex","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","sycamore trees","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","prunus sp.","xylella fastidiosa subsp. multiplex","stem","present","pathogen","widely distributed in north america and south america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_a692a42f5108cd63","xylella fastidiosa subsp. multiplex","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","prunus sp.","prunus","Resolved","genus_exact","0.70","3020559","Plantae","tracheophyta","magnoliopsida"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","etc.","xylella fastidiosa subsp. multiplex","stem","present","pathogen","widely distributed in north america and south america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_8882d3678fd6919e","xylella fastidiosa subsp. multiplex","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","etc.","","Unresolved","no_match","0.00","","","NA","NA"
"Relevant","full-text","full-text","10","10.1038/s41598-019-45365-y","citrus trees","xylella fastidiosa subsp. pauca","stem","present","pathogen","severe diseases in citrus and coffee in south and central america.","NA","united states","full-text","doi_10.1038_s41598-019-45365-y","Relevant","Full-Text","Full-Text","Uncertain","10.1038/s41598-019-45365-y","10","doi:10.1038/s41598-019-45365-y","int_c709e8c64022d00b","xylella fastidiosa subsp. pauca","xylella fastidiosa","Resolved","exact_accepted","1.00","3222355","Bacteria","proteobacteria","gammaproteobacteria","citrus trees","","Unresolved","no_match","0.00","","","NA","NA"
